"425"	"type"	"What phrase means 'To succeed despite idiocy'?"	""	""	""	""	"Pull a Homer"	""
"426"	"type"	"What does Mr. Burns want Homer's brain for?"	""	""	""	""	"Robot"	""
"427"	"type"	"Whom does Marge fight with at the Kwik-E-Mart for the last box of raisins?"	""	""	""	""	"Helen Lovejoy"	""
"428"	"type"	"Who can be seen in the ventilation system, stuck to a spider web?"	""	""	""	""	"Üter Zörker"	""
"429"	"type"	"What does Homer place on his head when passing the cops?"	""	""	""	""	"Banana skin"	""
"430"	"type"	"When Homer arrives at Moe's, what can Moe be seen to be reading?"	""	""	""	""	"Be your own dentist"	""
"431"	"type"	"What does 'CTU' stand for?"	""	""	""	""	"Counter Truancy Unit"	""
"432"	"type"	"What temperature does Marge set the oven to, in order to bake her cake quicker?"	""	""	""	""	"1200 Degrees"	""
"433"	"type"	"What does Homer get down from the roof for Lisa with his gun?"	""	""	""	""	"A Basketball"	""
"434"	"type"	"What do the berries taste like?"	""	""	""	""	"Burning"	""
"435"	"type"	"What would have Selma cooked if she knew Marge was coming?"	""	""	""	""	"A Cat"	""
"436"	"type"	"What booth do Cooder and Spud (and Homer and Bart) run?"	""	""	""	""	"Ring Toss"	""
"437"	"type"	"What does Bart correctly deduce Lisa has got for Christmas?"	""	""	""	""	"A Yellow Sweater"	""
"438"	"type"	"What does Homer want Krusty to tell him to burn?"	""	""	""	""	"His Pants"	""
"439"	"type"	"What is the best thing to dissolve glue?"	""	""	""	""	"Human Sweat"	""
"440"	"type"	"What is mixed with apple core to make Powersauce bars?"	""	""	""	""	"Chinese Newspapers"	""
"441"	"type"	"What wood requires oil-based paint?"	""	""	""	""	"Pine"	""
"442"	"type"	"What is the second finest food that the lobster is stuffed with?"	""	""	""	""	"Tacos"	""
"443"	"type"	"What does Ralph want to be when he grows up, apart from a principal?"	""	""	""	""	"A Caterpillar"	""
"444"	"type"	"What planet do the Movementarians believe they will be taken to?"	""	""	""	""	"Blisstonia"	""
"445"	"type"	"What does Ralph play by spinning in a circle and barking?"	""	""	""	""	"Wiggle Puppy"	""
"446"	"type"	"What has been in the freezer for 11 years?"	""	""	""	""	"A Wedding Cake"	""
"447"	"type"	"Who was a member of this group until they were replaced by Barney?"	""	""	""	""	"Chief Wiggum"	""
"448"	"type"	"When Marge gets addicted to a certain online fantasy world, who accidently kills her?"	""	""	""	""	"Bart"	""
"449"	"type"	"What is Lisa's first word?"	""	""	""	""	"Bart"	""
"450"	"type"	"Who shot Mr Burns?"	""	""	""	""	"Maggie"	""
"451"	"type"	"What Springfielder was once mistaken as an alien due to hospital treatment and radiation exposure?"	""	""	""	""	"Mr Burns"	""
"452"	"type"	"What ancient group are many male Springfielders a part of?"	""	""	""	""	"Stonecutters"	""
"453"	"type"	"What group are Homer, Skinner, Barney and Apu a part of?"	""	""	""	""	"The Be-Sharps"	""
"454"	"type"	"What religion does Lisa become a part of?"	""	""	""	""	"Buddhism"	""
"455"	"type"	"What is Maggie's first word?"	""	""	""	""	"Daddy"	""
"456"	"type"	"Who saves Grampa's money in the same episode when going to a casino?"	""	""	""	""	"Homer"	""
"457"	"type"	"Which character from 24 did Bart once prank call?"	""	""	""	""	"Jack Bauer"	""
"458"	"type"	"Who does Bart live with in the future?"	""	""	""	""	"Ralph"	""
"459"	"type"	"What one-off character is a James-Bond style villain?"	""	""	""	""	"Hank Scorpio"	""
"460"	"type"	"What futurama character is once featured in a couch gag?"	""	""	""	""	"Fry"	""
"461"	"type"	"What do the Simpsons use to try and lure Lisa back to Christianity?"	""	""	""	""	"Christmas"	""
"462"	"type"	"What regular character was killed in season 11?"	""	""	""	""	"Maude Flanders"	""
"463"	"type"	"What is Lisa supposedly failing at at school in 'Lisa on Ice'?"	""	""	""	""	"Gym"	""
"464"	"type"	"What is Comic Book Guy's villain name in Treehouse of Horror X?"	""	""	""	""	"The Collector"	""
"465"	"type"	"Who is Maggie's real father in another Treehouse of Horror?"	""	""	""	""	"Kang"	""
"466"	"type"	"What is Apu's brother's name?"	""	""	""	""	"Sanjay"	""
"467"	"type"	"What is the name Homer gives to the crop he grows?"	""	""	""	""	"ToMacco"	""
"468"	"type"	"What secret identity does Homer use to spread news around the Internet?"	""	""	""	""	"Mr X"	""
"469"	"type"	"What is Sideshow Bob's real name?"	""	""	""	""	"Robert Terwilliger"	""
"470"	"type"	"When Homer first gets a computer, who puts his business out of business?"	""	""	""	""	"Bill Gates"	""
"471"	"type"	"Which celebrity turned down the chance to be on Krusty's comeback Special?"	""	""	""	""	"Elizabeth Taylor"	""
"472"	"type"	"Whose corpse was this?"	""	""	""	""	"Waylon Smithers Sr"	""
"473"	"type"	"Who rescues the children in 'Das Bus'?"	""	""	""	""	"Moe"	""
"474"	"type"	"Which character named Blinky?"	""	""	""	""	"Mr. Burns"	""
"475"	"type"	"Who babysat the Simpson kids in 'Marge on the Lam'?"	""	""	""	""	"Lionel Hutz"	""
"476"	"type"	"What did Homer name his football in 'Homer Loves Flanders'?"	""	""	""	""	"Stitchface"	""
"477"	"type"	"What's the phone number for Moe's Tavern?"	""	""	""	""	"764-8437-7"	""
"478"	"type"	"What band plays “Happy Birthday” at Mr. Burns’ party?"	""	""	""	""	"The Ramones"	""
"479"	"type"	"Who says “My old man can’t get a beer because his old man won’t give a bear to another old man. Let’s get him!”?"	""	""	""	""	"Nelson"	""
"480"	"type"	"What character was believed to have perished in a science fair explosion?"	""	""	""	""	"Martin Prince"	""
"481"	"type"	"Where does future Homer work?"	""	""	""	""	"Springfield Nuclear Power Plant"	""
"482"	"type"	"What does a young Bart call Homer?"	""	""	""	""	"Homer"	""
"483"	"type"	"What is Maggie's first word?"	""	""	""	""	"Daddy"	""
"484"	"type"	"What 'Knight Rider' star becomes Lisa's second and third word?"	""	""	""	""	"'Davah Hassa-hoff'"	""
"485"	"type"	"What is Lisa's first word?"	""	""	""	""	"Bart"	""
"486"	"type"	"What is Maggies first word?"	""	""	""	""	"Daddy"	""
"487"	"type"	"What is the name of the secret society homer rules over?"	""	""	""	""	"The Stonecutters"	""
"488"	"type"	"Who is Barts roommate in the future?"	""	""	""	""	"Ralph"	""
"489"	"type"	"Who was Marge in the musical 'A Streetcar Named Desire'?"	""	""	""	""	"Blanche"	""
"490"	"type"	"Who is Lisas first kiss with?"	""	""	""	""	"Nelson"	""
"491"	"type"	"What does Bart see on the side of the bus in Treehouse of Horror IV?"	""	""	""	""	"Gremlin"	""
"492"	"type"	"Who killed Maude?"	""	""	""	""	"Homer"	""
"493"	"type"	"What is Smithers allergic to?"	""	""	""	""	"Bees"	""
"494"	"type"	"What is principal skinner allergic to?"	""	""	""	""	"Peanuts"	""
"495"	"type"	"What was the name of the girl who lived with the Simpsons briefly, who (almost) tried to kill Marge and steal Homer?"	""	""	""	""	"Becky"	""
"496"	"type"	"What prescription medication does Bart get put on when hes diagnosed with ADD?"	""	""	""	""	"Focusin"	""
"497"	"type"	"Where did Ralph see the leprechaun?"	""	""	""	""	"Sandbox"	""
"498"	"type"	"What product designed by students gets burned in a Christmas fire?"	""	""	""	""	"Funzo"	""
"499"	"type"	"What is Barts full name?"	""	""	""	""	"Bartholomew Jojo Simpson"	""
"500"	"type"	"Which state (which Mr. Burns didn't know existed) is the Malibu Stacy musical being performed?"	""	""	""	""	"New Mexico"	""
"501"	"type"	"What did Homer get tennis mixed up with?"	""	""	""	""	"Foxy Boxing"	""
"502"	"type"	"What does Homer think Linguo is?"	""	""	""	""	"Party Robot"	""
"503"	"type"	"What did they 'done switch the groom with'?"	""	""	""	""	"Pig"	""
"504"	"type"	"What safety feature does the church oppose 'for some reason'?"	""	""	""	""	"Airbags"	""
"505"	"type"	"What does Grampa call his Chinese friend?"	""	""	""	""	"Ping Pong"	""
"506"	"type"	"What did Homer buy from eBay with the little money left after losing on stocks?"	""	""	""	""	"Cowbell"	""
"507"	"type"	"Where did Bart say he had been, due to Sideshow Bob hypnotizing him?"	""	""	""	""	"Flower Shop"	""
"508"	"type"	"What is the third prong of advertising of the Navy's three-pronged attack, which involves shouting at people?"	""	""	""	""	"Super-liminal"	""
"509"	"type"	"What animal does Bart have the inner beauty of, according to Homer?"	""	""	""	""	"Rodent"	""
"510"	"type"	"What sport is in the video game Bart and Homer play?"	""	""	""	""	"Boxing"	""
"511"	"type"	"What does Bart's tattoo say?"	""	""	""	""	"Moth"	""
"512"	"type"	"What does Homer pawn in order to pay for family therapy?"	""	""	""	""	"TV"	""
"513"	"type"	"Who (or what) got Bart's red hat in France?"	""	""	""	""	"Donkey"	""
"514"	"type"	"Whose head is 'The Telltale Head'?"	""	""	""	""	"Jebediah Springfield"	""
"515"	"type"	"What does Bart get a huge jug of for Marge's birthday?"	""	""	""	""	"Perfume"	""
"516"	"type"	"What would the audience do if Krusty's show went off the air?"	""	""	""	""	"Kill Themselves"	""
"517"	"type"	"Who invented the lightbulb, according to Homer?"	""	""	""	""	"Einstein"	""
"518"	"type"	"What food is in the 'Bigfoot Diet'?"	""	""	""	""	"Pork Chops"	""
"519"	"type"	"What dead animal does Bart take a 'spy' picture of?"	""	""	""	""	"Squirrel"	""
"520"	"type"	"What does the 'Babysitter Bandit' call herself?"	""	""	""	""	"Ms. Botz"	""
"521"	"type"	"What do Sherri and Terri call Homer, which they define as 'he spends more time yakking and scarfing down donuts than doing his job'?"	""	""	""	""	"Incompetent"	""
"522"	"type"	"How much Bart sold his soul for"	""	""	""	""	"five dollars"	""
"523"	"type"	"What the 'J' in Homer J. Simpson stands for"	""	""	""	""	"Jay"	""
"524"	"type"	"What is Homer's bowling team called?"	""	""	""	""	"The Pin Pals"	""
"525"	"type"	"Who is on the pogs that Milhouse trades for Bart's soul?"	""	""	""	""	"Alf"	""
"526"	"type"	"Whom did Smithers shoot instead of Mr. Burns?"	""	""	""	""	"Jasper Beardly"	""
"527"	"type"	"What item of clothing does Homer wear when he is fat?"	""	""	""	""	"Muumuu"	""
"528"	"type"	"Who just misses out on getting a story of their own?"	""	""	""	""	"Professor Frink"	""
"529"	"type"	"What do Lisa's new friends cover the Simpson's car with?"	""	""	""	""	"Seashells"	""
"530"	"type"	"Who does Homer originally claim has Lard Lad's donut?"	""	""	""	""	"Flanders"	""
"531"	"type"	"What is the 'thirteenth month'?"	""	""	""	""	"Smarch"	""
"532"	"type"	"What game does Bart steal from Try-N-Save?"	""	""	""	""	"Bonestorm"	""
"533"	"type"	"What did Bart get from a monkey that Milhouse found in a wicker basket?"	""	""	""	""	"Head Lice"	""
"534"	"type"	"Who, besides Homer and Mona, isn't dead at the cemetery?"	""	""	""	""	"Hans Moleman"	""
"535"	"type"	"What is the extra B for in BBBQ?"	""	""	""	""	"BYOBB"	""
"536"	"type"	"What does Homer do that causes Mr. Burns to look after himself?"	""	""	""	""	"Punch Him"	""
"537"	"type"	"Which city does Homer become the mascot for?"	""	""	""	""	"Capital City"	""
"538"	"type"	"What out-of-place animal is in the tank Lance Murdock jumps?"	""	""	""	""	"Lion"	""
"539"	"type"	"What does Lionel Hutz's card turn into when put in water?"	""	""	""	""	"Sponge"	""
"540"	"type"	"What illness cause Lisa to stay at home and make a patch for the Bouvier family quilt?"	""	""	""	""	"Mumps"	""
"541"	"type"	"What animal does Lisa call Homer when Mr. Bergstrom goes?"	""	""	""	""	"Baboon"	""
"542"	"type"	"What is the actual name of the cookbook?"	""	""	""	""	"How To Cook For Forty Humans"	""
"543"	"type"	"What food product does Homer manage to get the plant to serve more of, due to his promotion?"	""	""	""	""	"Tartar Sauce"	""
"544"	"type"	"What does Bart burn using sodium tetrasulfate?"	""	""	""	""	"Grass"	""
"545"	"type"	"What is the narrator's love called, portrayed by Marge?"	""	""	""	""	"Lenore"	""
"546"	"type"	"What does Mrs. Glick use to heal Bart's wounds?"	""	""	""	""	"Iodine"	""
"547"	"type"	"What do Homer and Barney do to get detention?"	""	""	""	""	"Smoke"	""
"548"	"type"	"What is the name of Springfield's minor league team?"	""	""	""	""	"Isotopes"	""
"549"	"type"	"What color is Dancin' Homer's cape?"	""	""	""	""	"Red"	""
"550"	"type"	"Who takes the seat next to Homer, much to his dismay?"	""	""	""	""	"Mr. Burns"	""
"551"	"type"	"Where is Homer when he agrees to tell his story about 'how he became a loser?'"	""	""	""	""	"Moe's"	""
"552"	"type"	"Who is their mascot?"	""	""	""	""	"Capital City Goofball"	""
"553"	"type"	"How does Mr. Burns reference Maggie while greeting the Simpsons at the gate?"	""	""	""	""	"Expecting"	""
"554"	"type"	"What classic stadium cheer do Homer and Burns execute?"	""	""	""	""	"The Wave"	""
"555"	"type"	"What is Cody's middle name?"	""	""	""	""	"Robert"	""
"556"	"type"	"What is Cody's sister's name?"	""	""	""	""	"Alli"	""
"557"	"type"	"What is Cody's favorite color?"	""	""	""	""	"Blue"	""
"558"	"type"	"What is Cody's brother's name?"	""	""	""	""	"Tom"	""
"559"	"type"	"What is the meaning behind 1-4-3?"	""	""	""	""	"I love you"	""
"560"	"type"	"What are the names of Cody's parents?"	""	""	""	""	"Brad and Angie"	""
"561"	"type"	"What's Cody's eye color?"	""	""	""	""	"Blue"	""
"562"	"type"	"What is Cody's favorite sport?"	""	""	""	""	"Swimming"	""
"563"	"type"	"Where did Cody live before he became famous?"	""	""	""	""	"Australia"	""
"564"	"type"	"What is Cody's Twitter name?"	""	""	""	""	"@CodySimpson"	""
"565"	"type"	"When's Cody's birthday?"	""	""	""	""	"January 11, 1997"	""
"566"	"type"	"Where does Cody currently live?"	""	""	""	""	"Los Angeles"	""
"567"	"type"	"What is Cody's favorite song from his 4u EP?"	""	""	""	""	"All Day"	""
"568"	"type"	"Who is Cody's idol?"	""	""	""	""	"Justin Timberlake"	""
"569"	"type"	"What is Cody's cereal name?"	""	""	""	""	"Cody Crunch"	""
"570"	"type"	"What physical feature do the clones not have?"	""	""	""	""	"Belly Button"	""
"571"	"type"	"What animal does Homer become?"	""	""	""	""	"Walrus"	""
"572"	"type"	"What's the second rule of Rock 'n' Roll Fantasy Camp?"	""	""	""	""	"No Outside Food"	""
"573"	"type"	"What does Lisa win a model of as her prize from the spelling bee?"	""	""	""	""	"Mars"	""
"574"	"type"	"Who is the most evil German of all time?"	""	""	""	""	"Kaiser Wilhelm"	""
"575"	"type"	"What is the steering wheel of the Wienermobile?"	""	""	""	""	"Onion Ring"	""
"576"	"type"	"What does Bart assume a loft has in it?"	""	""	""	""	"Hay"	""
"577"	"type"	"What ate Homer's ring?"	""	""	""	""	"Turtle"	""
"578"	"type"	"What is the one piece of twentieth-century technology Marge wanted?"	""	""	""	""	"Melon Baller"	""
"579"	"type"	"What is Rock Strongo's 'real' name?"	""	""	""	""	"Lance Uppercut"	""
"580"	"type"	"What was the only worthwhile thing Homer made that wasn't the jigsaw?"	""	""	""	""	"Lisa"	""
"581"	"type"	"What state does Danger Dog live in?"	""	""	""	""	"Michigan"	""
"582"	"type"	"What does Judge Snyder have a statue of?"	""	""	""	""	"Clown"	""
"583"	"type"	"What word do the French not have a word for?"	""	""	""	""	"Victory"	""
"584"	"type"	"What movie was an adaptation of Hamlet, according to Homer?"	""	""	""	""	"Ghostbusters"	""
"585"	"type"	"What does Ned refer to as the 'I word'?"	""	""	""	""	"Irish"	""
"586"	"type"	"Whom did Homer what Flanders to impersonate?"	""	""	""	""	"Wiggum"	""
"587"	"type"	"What did they discontinue from the Meals on Wheels?"	""	""	""	""	"Cobbler"	""
"588"	"type"	"What is the baby vendor actually selling?"	""	""	""	""	"Shaved Puppies"	""
"589"	"type"	"What is one word, if it's hyphenated?"	""	""	""	""	"Crap-hole"	""
"590"	"type"	"What sort of death did Lenny want?"	""	""	""	""	"Quick And Pointless"	""
"591"	"type"	"What did Lisa lose, causing the family to go to Europe?"	""	""	""	""	"A Balloon"	""
"592"	"type"	"What was Fat Tony's song request?"	""	""	""	""	"Radar Love"	""
"593"	"type"	"What is Homer's reason for becoming a 'Bigger Brother'?"	""	""	""	""	"Revenge"	""
"594"	"type"	"Who's father is the soccer coach (one of/if not the ONLY time we ever see him)?"	""	""	""	""	"Nelson Muntz"	""
"595"	"type"	"What does Milhouse bring to show and tell?"	""	""	""	""	"A Horsie"	""
"596"	"type"	"What prized possession of Bart did Homer give to Pepi?"	""	""	""	""	"Skateboard"	""
"597"	"type"	"What deep voiced celebrity starred in 'Whacking Day'?"	""	""	""	""	"Barry White"	""
"598"	"type"	"What food can Homer hear?"	""	""	""	""	"Pudding"	""
"599"	"type"	"What did Homer see fifteen of?"	""	""	""	""	"Boobs"	""
"600"	"type"	"What does Meathook kill while making notes about job interviews?"	""	""	""	""	"His Pencil"	""
"601"	"type"	"What did Homer's fertility drugs taste of?"	""	""	""	""	"Strawberries"	""
"602"	"type"	"What is 'the money melon'?"	""	""	""	""	"Honeydew"	""
"603"	"type"	"What does The Collector attempt to lower Stretch Dude and Clober Girl into, and later fall into himself?"	""	""	""	""	"Lucite"	""
"604"	"type"	"What has Mr. Vanderbilt broken three times in one week?"	""	""	""	""	"Monocle"	""
"605"	"type"	"How much did Lenny pay for his banana split?"	""	""	""	""	"Seven-Ten"	""
"606"	"type"	"What are the fake tickets printed on?"	""	""	""	""	"Some Sort Of Cracker"	""
"607"	"type"	"What does DMY stand for?"	""	""	""	""	"Don't Mess Yourself"	""
"608"	"type"	"Where does Homer get his new name from?"	""	""	""	""	"A Hair Dryer"	""
"609"	"type"	"What is in the place of the cigarette lighter in the F-Series Canyonero?"	""	""	""	""	"Lipstick"	""
"610"	"type"	"What is the 'Itchy and Scratchy' police motto?"	""	""	""	""	"To Protect And Sever"	""
"611"	"type"	"What film do the kids break curfew to watch, which gives them the idea to broadcast secrets?"	""	""	""	""	"The Bloodening"	""
"612"	"type"	"What animal dies trying to save Eve?"	""	""	""	""	"Unicorn"	""
"613"	"type"	"What could Nelson get for the same number of tickets as a BB gun?"	""	""	""	""	"Easy-Bake Oven"	""
"614"	"type"	"What was the bus Snake blew up filled with?"	""	""	""	""	"Nuns"	""
"615"	"type"	"What does Grampa get for winning Bingo?"	""	""	""	""	"A banana"	""
"616"	"type"	"What has Homer spent more on than gifts for Marge?"	""	""	""	""	"Temporary Tattoos"	""
"617"	"type"	"What is Dr. Hibbert's 'cure for everything'?"	""	""	""	""	"Fire"	""
"618"	"type"	"Where is Homer when Bart smashes a chair over him?"	""	""	""	""	"In the bath"	""
"619"	"type"	"Who drives the school bus while Otto gets his licence?"	""	""	""	""	"Principal Skinner"	""
"620"	"type"	"Who sets fire to the Simpsons' ancestral home, Grampa or Homer?"	""	""	""	""	"Both"	""
"621"	"type"	"What do Homer and Marge feed Bart's twin, Hugo?"	""	""	""	""	"Fish heads"	""
"622"	"type"	"What are the first words Bart ever said to Skinner?"	""	""	""	""	"Eat my shorts"	""
"623"	"type"	"Who breaks Homer and co. out of the Superbowl Jail?"	""	""	""	""	"Dolly Parton"	""
"624"	"type"	"What is the name of Kirk Van Houten’s demo tape?"	""	""	""	""	"Can I Borrow a Feeling"	""
"625"	"type"	"What country is Bart in Model UN?"	""	""	""	""	"Libya"	""
"626"	"type"	"What does Apu have a doctorate in?"	""	""	""	""	"Computer Science"	""
"627"	"type"	"What is Jimbo Jones’ real first name?"	""	""	""	""	"Corky"	""
"628"	"type"	"Who is the head of security at the Try-N-Save?"	""	""	""	""	"Don Brodka"	""
"629"	"type"	"What country do Sherri and Terri represent in Model UN?"	""	""	""	""	"Trinidad and Tobago"	""
"630"	"type"	"What is Robert Terwilliger’s prison number?"	""	""	""	""	"24601"	""
"631"	"type"	"How many animals attack Homer when he goes into the bushes and tries to flush out a rabbit?"	""	""	""	""	"4"	""
"632"	"type"	"How many times does Rasputin hit the professor on the head during the wrestling match before the ref issues a warning?"	""	""	""	""	"9"	""
"633"	"type"	"What name does Homer give the pretzel's that knock out a hall-of-fame baseball player?"	""	""	""	""	"Whitey Whackers"	""
"634"	"type"	"What is missing from the ingredients of a hot-dog (according to Lisa's thoughts): Rat, Pigeon, Raccoon, and _______"	""	""	""	""	"Shoe"	""
"635"	"type"	"Who voiced the government worker Evan Conover?"	""	""	""	""	"Phil Hartman"	""
"636"	"type"	"When Homer comes home and sees the scarecrow, he runs and says that he will regroup where?"	""	""	""	""	"Red Lobster"	""
"637"	"type"	"What is the state bird Bart and Lisa's class see in a mural on the ceiling of the capitol dome?"	""	""	""	""	"Pot-Bellied Sparrow"	""
"638"	"type"	"What is the address of the factory that Bart buys from the tax seizure auction?"	""	""	""	""	"35 Industrial Way"	""
"639"	"type"	"What is the first thing on Grampa Simpson's list of things to do before he dies?"	""	""	""	""	"Sleep with Esther Williams"	""
"640"	"type"	"What is the name of the Simpsons' next door neighbor?"	""	""	""	""	"Ned Flanders"	""
"641"	"type"	"Who runs the Kwik-E-Mart?"	""	""	""	""	"Apu"	""
"642"	"type"	"What is the name of the clown on Channel 6?"	""	""	""	""	"Krusty the Clown"	""
"643"	"type"	"Who is Mr Burns' assistant?"	""	""	""	""	"Waylon Smithers"	""
"644"	"type"	"Who shot Mr Burns?"	""	""	""	""	"Maggie Simpson"	""
"645"	"type"	"What is the name of the school bus driver?"	""	""	""	""	"Otto Mann"	""
"646"	"type"	"What color is Bart's skateboard in the intro?"	""	""	""	""	"Green"	""
"647"	"type"	"What is the name of the bar Homer drinks in?"	""	""	""	""	"Moe's Tavern"	""
"648"	"type"	"What is the name of Bart's favourite comic book action hero?"	""	""	""	""	"Radioactive Man"	""
"649"	"type"	"What is the name of Lisa's jazz-playing mentor?"	""	""	""	""	"Bleeding Gums Murphy"	""
"650"	"type"	"Which NFL team does Homer acquire from Hank Scorpio?"	""	""	""	""	"Denver Broncos"	""
"651"	"type"	"What is the official tree of Springfield?"	""	""	""	""	"Lemon tree"	""
"652"	"type"	"Where would you be likely to meet the Holy Rollers, The Stereotypes, The Homewreckers and the Channel 6 Wastelanders?"	""	""	""	""	"Bowl-O-Rama"	""
"653"	"type"	"Which university did Charles Montgomery Burns attend?"	""	""	""	""	"Yale"	""
"654"	"type"	"What is the name of Mr Burns' teddy bear?"	""	""	""	""	"Bobo"	""
"655"	"type"	"What is the name of Homer's bowling team?"	""	""	""	""	"The Pin Pals"	""
"656"	"type"	"Which character, which you may recognise from various episodes, has a fish fetish?"	""	""	""	""	"Troy McClure"	""
"657"	"type"	"Which city is nicknamed ‘The Windy Apple’?"	""	""	""	""	"Capital City"	""
"658"	"type"	"What is the name of the brand of cigarettes smoked in the Simpsons?"	""	""	""	""	"Laramie"	""
"659"	"type"	"Who/What gets the credit Homer believes he deserves from saving the space shuttle on re-entry?"	""	""	""	""	"Inanimate Carbon Rod"	""
"660"	"type"	"What is the name of the Italian restaurant often featured in the Simpsons?"	""	""	""	""	"Luigi's"	""
"661"	"type"	"What fictional holiday is 'celebrated' by Springfield every May 10th?"	""	""	""	""	"Whacking Day"	""
"662"	"type"	"What is the first name of Sideshow Bob’s brother?"	""	""	""	""	"Cecil"	""
"663"	"type"	"What is the local radio call sign/station called?"	""	""	""	""	"KBBL"	""
"664"	"type"	"What is the name of Homer's mother?"	""	""	""	""	"Mona Simpson"	""
"665"	"type"	"What unit were Abe and Monty Burns part of during WWII?"	""	""	""	""	"Flying Hellfish"	""
"666"	"type"	"What is Principal Skinner's real (birth) name?"	""	""	""	""	"Armin Tamzarian"	""
"667"	"type"	"What was Moe’s final boxing nickname? Kid Gorgeous, Kid Presentable and then?"	""	""	""	""	"Kid Moe"	""
"668"	"type"	"What is the name of the mountain Homer climbs? Abe also once tried to reach its summit."	""	""	""	""	"The Murderhorn"	""
"669"	"type"	"Which character wins the state lottery? (Other than Lenny)"	""	""	""	""	"Kent Brockman"	""
"670"	"type"	"Which episode number was the ‘Simpsons episode spectacular’?"	""	""	""	""	"138th"	""
"671"	"type"	"What is the name of the stadium where the baseball teams play?"	""	""	""	""	"Duff Stadium"	""
"672"	"type"	"Which fictional university are Carl and Lenny alumni of?"	""	""	""	""	"Springfield A&M"	""
"673"	"type"	"What is the name of the daredevil stuntman often performing in the Simpsons?"	""	""	""	""	"Lance Murdock"	""
"674"	"type"	"What does Nimoy say after he prevents Krusty the Clown from throwing himself off the monorail?"	""	""	""	""	"''The world needs laughter''"	""
"675"	"type"	"What is the name of the charming salesman (voiced by Phil Hartman) who mysteriously shows up at the town meeting?"	""	""	""	""	"Lyle Lanley"	""
"676"	"type"	"What does Mr. Burns call himself at the town meeting (wearing a giant mustache)?"	""	""	""	""	"Mr. Snrub"	""
"677"	"type"	"What does Mayor Quimby say to Leonard Nimoy that prompts Nimoy to say ''Do you even know who I am?''"	""	""	""	""	"''May the Force be with you''"	""
"678"	"type"	"What is Chief Wiggum supposed to get every month, as he discovers in the town charter?"	""	""	""	""	"A pig, and ''two comely lasses of virtue true''"	""
"679"	"type"	"What is the name of the builder/scientist Marge meets in North Haverbrook? (OR Who does Homer think he is when Marge describes him?)"	""	""	""	""	"Sebastian Cobb (or Batman)"	""
"680"	"type"	"How much money does Mr. Burns have to pay the city after dumping nuclear waste in the park?"	""	""	""	""	"$3,000,000"	""
"681"	"type"	"What else does Mr. Burns decide to buy while paying his fine at the courthouse?"	""	""	""	""	"Statue of Justice"	""
"682"	"type"	"Where does he claim to come from?"	""	""	""	""	"Some place far away"	""
"683"	"type"	"Who was the celebrity on the disastrous maiden voyage of the North Haverbrook monorail?"	""	""	""	""	"Gallagher"	""
"684"	"type"	"Who says ''Aw, of course he’ll make it—it’s TV.”?"	""	""	""	""	"Grampa"	""
"685"	"type"	"What question does the Head of NASA have to request that the reporters stop asking after he announces their ''Average Joe in Space’’ mission?"	""	""	""	""	"Is this a joke?"	""
"686"	"type"	"What celebrity did Homer miss meeting at the mall, thus teaching him a valuable lesson about taking advantage of every opportunity?"	""	""	""	""	"Mr. T"	""
"687"	"type"	"When the space craft crashes into a convention center, what type of convention is being held there?"	""	""	""	""	"A ‘News Reporters Convention’"	""
"688"	"type"	"What character gives a speech at the Springfield swap meet?"	""	""	""	""	"Mayor Quimby"	""
"689"	"type"	"What character says 'I made millions in software and lost it at the track.'"	""	""	""	""	"Groundskeeper Willie"	""
"690"	"type"	"What will Burns give Zutroy for working hard at the plant each day?"	""	""	""	""	"A shiny new penny"	""
"691"	"type"	"What did Burns steal from 1981 to 1985?"	""	""	""	""	"Christmas"	""
"692"	"type"	"What is an 'amnesia ray'?"	""	""	""	""	"Revolver"	""
"693"	"type"	"Who hopes the Springfield Atoms win, or else Mr Burns is coming back?"	""	""	""	""	"Milhouse"	""
"694"	"type"	"What does Burns tell Marge to fill his quadricycle with?"	""	""	""	""	"Petroleum distillate"	""
"695"	"type"	"Whose head does Burns order his compadres to bring to him?"	""	""	""	""	"Colonel Montoya"	""
"696"	"type"	"What does Burns name as his place of birth?"	""	""	""	""	"Pangea"	""
"697"	"type"	"What has Mother Nature beset us with?"	""	""	""	""	"Droughts and floods and poison monkeys"	""
"698"	"type"	"Which character helps Bart & Lisa uncover Sideshow Bob's election fraud?"	""	""	""	""	"Waylon Smithers"	""
"699"	"type"	"What product does Homer salvage and attempt to sell?"	""	""	""	""	"Sugar"	""
"700"	"type"	"What is the title of Bleeding Gums Murphy's first and only album?"	""	""	""	""	"Sax on the Beach"	""
"701"	"type"	"What comedy legend is Homer's first passenger as a limo driver?"	""	""	""	""	"Mel Brooks"	""
"702"	"type"	"What is the first name of Lisa's future fiancé?"	""	""	""	""	"Hugh"	""
"703"	"type"	"What actress voices Bart's 'girlfriend' Jessica?"	""	""	""	""	"Meryl Streep"	""
"704"	"type"	"What is the Shelbyville equivalent of Springfield's Kwik-E-Mart?"	""	""	""	""	"Speed-E-Mart"	""
"705"	"type"	"What a worker attempts to steal from Burns' grandfather's factory"	""	""	""	""	"Six atoms"	""
"706"	"type"	"What Milhouse gets shaved into the back of his head during a sugar bender"	""	""	""	""	"Dirty word"	""
